Country,Comp0,Comp1,Comp2,Comp3,Comp4,Comp5,Comp6,Comp7,Comp8,Comp9,Comp10,Comp11,Comp12,Comp13,Comp14,Comp15,Comp16,Comp17,Comp18,Comp19,Comp20,Comp21,Comp22
Belize,-2.428051467846362,1.257272456453038,1.503105499302093,1.8508334883982198,-0.7250807884723691,-0.5227120488381083,0.1758885240515247,-0.46800841600830123,-0.03330161193988795,0.7821756545216996,-0.24660024467024202,0.007932786783107491,0.16923366409827933,-0.26116891870369136,0.39213287114243633,0.08692349041506899,0.08747486201271559,0.009121290745199368,-0.146674564211736,0.13565854232202829,-0.00978417231454647,0.11085833830308994,-0.04208432231733613
Bermuda,1.351094179680101,-1.8289659386086703,1.2293263211647556,-0.06339502395643717,0.060977483334884855,1.5442965699070916,0.6732575970923149,0.3997902419611814,2.234917885391584,-0.3789009468299037,0.14313491296923753,-0.41927826641340316,1.1976952366864257,1.0195220678067214,-0.3923265467917256,-1.6302912133484966,0.5274175302928301,0.3276063255713329,-0.037635921369725926,-0.3858580349721204,0.30888162414152104,0.2731352524656878,0.04544870522878149
Bolivia,-1.7035683542567126,0.6428232888648112,0.6186247958232145,0.582782908207408,-1.1339762059023335,-0.21377629904101136,-0.4503544734807555,2.3029512989251932,-0.70231474740476,0.6338811959628124,-0.19164279186097857,0.5507755130448193,0.04965425111622907,-0.0773059986743387,0.34096939854915526,0.02011823178473345,-0.050403451970719666,-0.021917636647679158,-0.3866003207281846,-0.026184335063044246,-0.015631952055725346,0.012391608360080337,0.09202328808847286
Brazil,-1.5271477038379464,-0.1711062512331207,1.469102024300579,1.2834757756909747,-1.0043216934284165,-0.32877944993224245,0.6388768795804352,0.4991415698007172,0.5038067038682502,1.0348293508087132,0.337168461812421,0.147757528446271,0.19820982209048496,-0.21597983270017637,0.18427278471016706,0.09055536348011281,-0.2113401091279304,-0.0014838866114823038,-0.027092281132264032,-0.07187928320252715,-0.07090714061134286,0.01512473907547987,-0.011026130739527067
Barbados,0.8754184601485443,-1.025267705296144,0.7640325033598564,1.3798332532949003,0.4617039679174497,-0.7616768477531243,1.0303495739015904,0.462025801513423,0.8602937914784904,-0.01310145037240454,0.09951351572376908,0.8838687720781288,-0.031145419207441585,-0.04439784238136151,0.2640128657588722,-0.4275084319618973,0.15536686511689093,0.288797834459401,0.009290615725831092,-0.15767000040514328,0.17727215167663846,-0.02943302686373684,0.09600434785583903
Brunei Darussalam,-1.0090070823796227,-0.4759645363189379,0.7485579840969276,-0.09557766745183605,0.8645015507809487,0.6991464921533304,0.4584755086126453,-0.1340483315379632,0.572146864816311,0.8694784857063534,0.06840869509328266,0.28569800617587743,0.8041077461269412,-0.009238024167603328,0.3758848859392723,0.6466377718624372,0.1752456792755396,-0.046831577566354005,-0.15212629039795864,-0.03404082888073887,-0.04548366830021787,-0.022261179651948203,0.009612613600960322
Bhutan,-1.1063839556701354,1.3551525565485534,-0.7269137188229111,-0.8130203290701709,0.12731358194520892,0.3943249107729479,-0.5731072859702144,1.0230523970203276,-1.220643207040482,0.19616432165713285,-0.9701287651377959,1.062237244188223,0.3076646245203474,0.5430094271578615,0.46157027867873573,-0.5972977525656378,0.0991035884779875,0.09967343773591858,0.11981976451254835,0.6060006361320233,-0.025383426472194173,-0.23943094900082565,-0.09189490861917923
Botswana,-3.230670635729429,1.2084621549627177,1.6610544237804368,3.104134563360841,-1.2708611774536227,-2.081415965106496,0.044931449592615254,-0.1390520109550826,-0.6995274914771775,0.30804992873775694,-0.6693616138044682,0.17744360490568487,-0.4175174200419322,-0.10310235864685852,-0.28820321698213885,0.09555736923433221,0.22988396557767313,0.16882193214714278,0.3675450971830212,-0.07263104500815158,-0.08165784096257601,0.06702863295252297,-0.02379077266268972
Central African Republic,-3.6705447775101345,1.2295010936388258,0.849874206913681,-0.26595433558467346,-1.7907817740347116,0.45316880563253203,-0.01602536732349848,-1.9948283952998336,0.6578130803948431,0.7024686148374126,0.17585044495093202,-1.2987885187487194,0.08115470086738326,-0.6719134391364653,0.3911698627422038,-0.10039993265063059,-0.17394363446072733,0.033138508954235486,0.11414070247920838,-0.05987979443201112,0.10081007777947441,-0.06414331698783297,-0.01683667504451365
Canada,2.878870533350013,-0.9709680750978364,0.014590937443408048,0.08012840112755767,0.03818683875438963,1.0160157888132813,-0.4093092026667897,1.197565141629218,-0.3506099310034271,-0.285105577227549,-0.9626153981712388,0.34605561879259467,0.2348724445396469,0.854959779636962,-0.18934821985989597,-0.8370640743989832,-0.34700454677710374,-0.12392530246699363,0.010527665806647992,-0.021182197287857977,0.003938473840465924,0.008486362210305064,-0.08503273496246161
Switzerland,4.044938345623029,-4.122979771263697,1.5201455511503326,-0.45383420017954257,0.7424719377438957,-0.43767948209503027,-1.5240048383804703,0.08980592879697123,-0.04859277088589224,0.010230835145568374,-0.8914435176581804,-2.0207753536779443,-0.04238999156950887,-0.6652395360022368,-0.10464153455235845,-0.11178703564100033,-0.8746633685178288,0.14890685447508842,0.27453301120512785,0.04913210970683039,-0.1871559282076304,-0.010293475514783879,0.044807820795464345
Channel Islands,-0.6712582544834254,-0.584787684828977,0.2602784267094894,-0.12764968858815057,0.13495950873346807,0.031359485263633316,0.07998655389483839,-0.0006499850976612595,-0.06699428046725983,-0.254728623356707,0.061224952948018864,0.1640716476633705,0.016325468402283837,0.030993239776841923,-0.06591877241670636,-0.04625684409986679,0.003082841157573585,0.1194116530945241,-0.020281634469387737,-0.12983461637524848,-0.018913830031645533,0.015107283271214423,0.07913366056898309
Chile,-0.5607964952527301,-0.9199162031401451,1.233465870739211,1.0862410339336068,-0.8430374875683722,0.793090951307631,0.3967220156191603,0.9717434186353792,-0.6985306551703635,0.1387101170608272,1.4047839755963891,0.0908990415620923,-0.25364450427881,-0.5751121224712372,0.2987003498308169,0.24968880457143097,-0.21634128263257207,0.15946699017437926,0.443848031008401,-0.1701178782450221,0.19269436463151832,-0.08999654353505739,0.02454927789393918
China,-0.8804765310961853,-1.055552352241171,0.3990359816043687,-1.1404363325013975,-1.074415150898694,0.456809411764572,0.4087640898184033,0.42045835630036943,1.2546912343353656,-0.36434346588192346,0.5933882839448574,-0.7264751019434089,0.32583491552094196,-0.19534875377686822,0.162697449074849,-0.06769756197059042,-0.3544128438072535,0.03207535637217729,-0.18005439090256775,0.03804286953800022,-0.002895600195667596,-0.033586637314846346,-0.0008213451179004507
Cameroon,-2.8872104435252273,1.010470618967249,-0.14515107459039842,-1.0861729951129449,-1.3924677452520944,0.47924231689636326,0.062312065852783836,-0.22277254185272877,-0.0011964674659473917,0.3059870518581216,-0.01845832361086751,0.03918452952408674,-0.11253550851057036,0.1772852770387872,-0.08208625714552922,-0.18623057853347844,-0.33643818624440913,-0.1323973542621329,-0.13880878091424287,0.006170916943916469,-0.20550887985193622,0.10144396403432174,0.0006824622963974675
"Congo, Dem. Rep.",-2.936487334032418,1.1054135709905473,-0.7081453855266044,-1.4494493908553598,-0.9162731446518232,0.37248510019222086,0.016131530495169147,-0.5210822171105193,0.5903641337702454,-0.4239369859084619,-0.06391916230273466,0.04544101744777079,-0.3389626084362314,0.39936743639790345,-0.4008850887383511,-0.2010077660922336,-0.4583237667264378,-0.22949658742430606,-0.1386855296789215,-0.09747536080106911,0.1373478704476377,-0.0957937554448173,-0.004766225333660863
"Congo, Rep.",-3.1920024625720775,1.2248784616756399,0.0068295052808075365,-0.30006584445042817,-1.524793035649523,-0.7675629073474998,-0.14062917715651863,0.015506303741152343,-0.6890101098606503,0.5456489770101463,-0.4695915098629476,0.5244123820219797,-0.37249609018760116,0.34484054329739217,-0.4612377808376407,-0.39048855879958577,-0.39580212324871,-0.06858604430388224,-0.05786272674927144,-0.060578117523410455,-0.0035080940244782343,0.009225491045148988,-0.0036267345178837055
Colombia,-1.5629142080872516,0.27044646186737364,1.0438979131063508,1.3673636595130116,-1.5253824926430755,0.7351089426522573,-0.016970657651116126,1.0353846676874325,-0.24626465975805417,-0.17584969111064883,0.6608099838425179,0.0649222484822173,0.008688525380445587,0.21629908601960293,0.10539427199452768,0.0005450672353553643,0.04552866160447771,0.03256576791762692,0.09205758384562422,-0.15419359143653966,0.05588938918363107,-0.04979703786936074,-0.01453432767368616
Comoros,-3.1911346070581064,0.9555070677205948,0.6515626413804826,-0.04016244217674368,-1.7547948088387735,-0.47735304752093966,-0.5183206970586215,-0.3694552929137213,-0.8801108089963686,0.4252993165408157,-0.41760327741289094,-0.6528466774478832,0.004745538133138402,-0.3228633280969952,0.05924004917847494,-0.2753211525071586,-0.1072548204756752,0.17043975838888137,0.4358025494236485,-0.07688141946528967,0.1424776421491648,-0.06179229854733111,-0.028609087055955898
Cabo Verde,-1.957831270956523,0.21078699732115708,0.5610178862043721,0.33471462530054596,-0.724346123859901,-0.09817354049152312,0.056162807181516936,-0.293504744207473,-0.822514927371216,-0.07885477476456514,-0.10534253282508575,-0.0914614040859008,0.5271997494327532,0.1296661751528773,0.05143189042047481,0.11940823482236018,-0.11446521797979342,0.12471212752807428,0.0935032890915465,-0.05681107925122968,0.023768306314218297,0.01952274504450045,0.0027413231437556857
Costa Rica,-0.5219723807785293,-0.2711136181482772,0.9569259499989347,1.1688072584677232,-0.9119413465599567,-1.4671380984728872,-0.07157940183519097,2.5093784729946136,2.165937874789723,0.2700228515089172,-0.08436122757737671,-0.20460819314309955,-0.10557302149393585,-0.49330412729563405,0.3558995416557967,0.2998726244946118,0.10958953922018151,-0.22886611838128143,-0.10652049751763168,0.07544369210099662,-0.20590057516811358,0.06919863280880224,-0.022960887144697257
Curacao,-0.4613917153292659,-1.1590942657937995,0.7903958387806772,-0.10576661639180455,0.18981046207834593,0.48928723950900377,-0.1844444307885632,-0.30039231823102636,0.1103972611549263,0.00594286536889412,-1.3708666825632745,0.0287430780220181,-0.5836671817779155,0.3879446149618936,-0.9278679567826478,-0.14945270199869215,0.016858067983884888,0.09337224185697926,-0.007024677271275179,0.16827947841970786,-0.05780367498636039,-0.13700147783186054,-0.052012368413968835
Cayman Islands,1.5855455759816792,-0.5586211360353547,-1.1675534021608351,1.5119237031170008,-0.35850427466087476,0.9828964393996942,0.29378154634559656,0.20680040301353025,0.5979464702303277,0.8348266978485928,-0.08487232743361549,-0.13330838153603441,2.0787970577976274,-1.754485562337633,-3.0432022490083273,-0.7932285031740259,0.43160286472339465,-0.5441783989875718,0.10006776411420468,0.06509595020289144,0.01719714774450268,-0.11529733332616052,0.0998793094314366
Cyprus,1.9737793893159583,-0.6600403409332303,-0.4223486915944443,1.6268473707862292,1.4002822999684632,-0.34750737992050945,-1.1797015079642112,0.7607821712615246,-1.3845320081507022,-1.078400953130654,-0.3743741513356346,-1.0965570198805423,0.45859492932940155,-0.09698207226985897,-0.20769792075287324,0.08952855372784062,0.417364177914459,0.1790642453065489,0.217231178822045,0.022855992583619866,0.04204534506037139,0.09280680561125208,0.07467324290251875
Czech Republic,2.3253090391319287,-1.668878663529285,-0.746063498119553,-0.6702836591574933,1.5394543639981966,-0.3153243474241452,1.1635970740788348,-0.39869128778103763,0.4926255714863101,0.406396339318427,0.6563299544169854,0.08826630599773631,0.4394602514675139,-0.03020314568756872,-0.37838727362637664,0.1532016957504599,-0.01782473171969653,0.08723729765547204,0.10451971217846447,-0.10431676365767056,-0.013787184977441153,0.01781426470478516,0.03286778969711097
Germany,2.1789054098452207,-3.0903665450790023,1.0949584314354264,0.0765510705434189,1.988581101305687,-0.12626336276865902,0.2867710895930889,0.07070131917240466,0.02600479411401424,0.2593545194077072,-0.0008852825961656391,-1.2232602170831364,0.44721534578490696,-0.7709585138321066,0.02870840729663035,-0.1574060310694593,-0.4035928217462321,0.25801101381929037,0.12857152016666326,0.1155412954723543,-0.08108911158950872,-0.018368517641167256,-0.012002294964875595
Dominica,-0.20580711626176768,0.04400016228628087,0.6043955472386727,0.7179598239394527,0.8429883453050508,-0.17516571506095424,0.8098916274031124,-0.4345360238823545,0.8276241581739954,0.6563710279568009,0.006976992030985809,0.5631278762093721,0.4438195006734032,-0.19645167976257924,0.7398768115702389,-0.13819183829347848,0.21336986129249025,0.020910188663235112,-0.08115541402135298,0.03829056725876873,0.035967080029216364,0.10513437446233907,0.008507412437106697
Denmark,4.554650770147115,-3.4558690816034887,0.31234463637744686,0.31114278998271266,0.3129248590307486,-1.700436036019328,0.8454452554418395,0.2200156467055724,-1.2814111177478293,0.31340554973618356,-0.6662200722805662,-0.3400577147115996,0.1629685342079571,-0.43264516388121094,-0.5075441415008243,0.05081631808839412,0.45292478190546437,0.07838218678615266,-0.06045280448306871,0.0695946337263383,0.21733875423677138,-0.07854059845773946,0.011111903696828983
Dominican Republic,-1.495549237010319,0.7110509694145406,0.24534925256119924,0.9942135752058132,-0.570930967461805,1.2847647234554675,0.17014228833267908,-0.3951449793831997,0.4569183198589295,-0.8638159553544301,0.973840774520049,0.02624158532006359,-0.012434675237007121,0.15969066216985384,0.009762260401564075,0.3823721398772226,0.10680723800921071,-0.145042175893541,0.12112823519027799,-0.14055669724975198,0.036437249742314215,0.024146435382126307,-0.0003192045379998552
Algeria,-1.8710115019801825,0.5488892524376991,-0.19770327684847658,-0.010885863235464355,0.7025715947260281,0.2969395063666102,-0.44311043716929605,0.11041475320938861,-0.7955677442509084,-0.4673975791582585,0.23810090080192722,-0.1674994846349802,-0.16235484759477525,-0.02394441604930578,-0.05030813509239797,-0.008525527398429909,0.22112762577641898,0.07020440830776005,-0.03223398453401165,0.0942231249415552,-0.3017033976047133,0.19653575393311473,-0.010233806497748485
Ecuador,-1.7043595855207883,0.16677285024667388,0.34937241787085116,-0.09152604496513754,-0.6821409345891245,0.8837499411728785,-0.09522137454716963,1.0526140507754578,-0.37604114921882237,0.131422070249894,0.43016080415033026,0.25193831774138775,0.04366175398934908,0.2400327470253123,-0.038109464740970905,-0.0500547394712142,0.08061515237718841,0.02538670293146304,-0.1165451720205456,-0.04268232712968483,-0.023910115594524405,0.010947859375749672,-0.0054813063141434595
"Egypt, Arab Rep.",-1.0697482577400697,0.736004125814172,-0.41430300234576006,0.37420540398822216,0.459744968013638,0.7665552807908315,-0.7430248660082585,0.320388662734415,-0.7839613807049848,-1.2363529051620405,0.14147501583153518,-0.20715709294029827,0.2912379598102899,0.3604316049507332,0.07453468214723132,0.12001476414072149,0.06432596133670611,-0.08783588532628135,0.0014398410586277414,-0.041130668406591984,0.4658254522873365,-0.18172564409263398,-0.05024830183298207
Eritrea,-2.5288629007137895,0.4720557249886628,-0.6302269150424711,-1.8609219569403221,-0.2639824110503523,-0.340957794374667,-0.6464757168108667,-0.4466871513671352,0.8692074511452094,-0.6623159627814886,-0.24694840722444367,-1.093445195686123,-0.04522833674829026,-0.22479657753529209,0.006808223017520069,-0.11410825408009695,-0.23065925635978157,-0.03551867917765456,-0.12133025352825795,0.038304442552900816,0.08211373910796009,-0.05959808648170159,-0.008950922045651712
Spain,1.3282706975253016,-1.6784273144929212,0.7678897741526973,2.255569298757922,0.358710689814139,0.01770645544316334,0.45963174157416214,-0.6352153521628607,-0.38037435536921604,-2.432749912295595,1.1982614293424543,-0.4904500875159983,-0.45636795967299815,0.060356735867919085,-0.31528465616691465,-0.04337368861886845,-0.39429940685693826,0.05454543605056657,-0.21522430292589395,0.0033089749649253134,-0.10612619002030196,0.017069337677052855,0.015177008005717012
Estonia,3.967058303300487,-0.4672885485508165,-1.004660760816248,0.24053595128847913,-0.6001841781097637,0.09026807170287902,0.7669900226663288,0.24594161973022705,-0.3633813548123078,0.29784983624536054,0.29573515392641797,-0.019163365848366705,-0.22555746749958985,0.8112975798974741,1.18325270287349,-0.2536710286076606,-0.17771259506034054,0.3262009405094804,-0.21267415721234792,-0.4168913391120698,-0.095377868621326,0.006164805348852807,-0.15029482769104796
Ethiopia,-2.328316376354148,0.49193948788366565,-0.8210267451042227,-1.5729199816025474,1.2941324101408311,-0.8361576728193799,-0.07045550275836175,-0.8111598586295335,-0.23243070490466108,0.2598248784698532,-0.45256094506378036,-0.2711974957047818,0.004994483225601628,-0.19023153458384165,-0.16611903529555674,0.007313368273843075,0.2391432472663045,0.04077424832886756,-0.1495864060798454,0.09888917622311069,-0.03597831719427232,0.026771669853496122,-0.009890795259433175
Finland,3.91190761123595,-2.5941062199117675,0.45991868515918366,0.37634567755661147,1.8200441922009847,-0.8989052812059325,0.3775202282705032,0.23163524601732594,-1.4797399698623674,-0.27930713495952775,0.03458632116747922,-0.3331567010759673,-0.06862394404848009,-0.3133756996916119,0.2628308140906844,0.14809231643070608,-0.0760570422248848,0.01249601492758698,0.29940351952953004,-0.16878570753020675,0.06032103199055926,0.007119272718014525,0.040543181298307224
Fiji,-1.7246211128736009,0.24152020875094446,0.316317818659299,0.12243875049671295,0.37971831218062835,0.3313347565884984,0.14245792609243924,-0.2625153015355556,-0.23528100537637545,0.09097174945660709,0.4867863001268974,-0.004810955424230656,0.1714946525730496,-0.2544363962964752,0.31766545777999733,0.4575724164192841,0.04597924893382378,-0.016174413061681697,0.11530708826803587,-0.08806883239889379,-0.05937216329202069,0.08626977841048497,0.038125926783449546
France,2.4458678696853524,-3.468711636601248,1.0409806587058377,0.1204423898499209,0.7821691782479001,-0.8914494978777966,0.1760153484605417,0.6279384326368072,0.2662053742000966,-0.9544910951162237,-0.12983834170023023,-1.4100159033765534,0.38588759389060917,-0.37183878531741354,-0.20144202759566093,-0.45242476147672017,-0.19142575564120187,0.4047823732269016,0.17741040518572362,0.062037072200477744,0.014690139214356007,-0.06034113124428901,-0.02942206802345767
